TransactionID,Fecha,Año,Mes,País,Canal,SKU,Producto,Categoría,Comercial,Unidades,PrecioUnitario,CosteUnitario,ImporteVenta,CosteTotal,MargenBruto,MargenPct
2025-0171,2025-09-11,2025,9,Francia,Ecommerce,US-007,Urban Premium,Premium,Carlos Ruiz,54,149.43,86.67,8069.22,4680.18,3389.04,42.0
2025-0172,2025-09-08,2025,9,Italia,Tiendas Propias,US-002,Urban Runner,Running,Marco Rossi,61,104.83,49.85,6394.63,3040.85,3353.78,52.45
2025-0173,2025-09-12,2025,9,Italia,Tiendas Propias,US-005,Urban Kids,Infantil,Laura Martín,73,61.38,28.52,4480.74,2081.96,2398.78,53.54
2025-0174,2025-09-23,2025,9,Francia,Tiendas Propias,US-002,Urban Runner,Running,Anna Keller,55,105.02,51.44,5776.1,2829.2,2946.9,51.02
2025-0175,2025-09-01,2025,9,Alemania,Tiendas Propias,US-008,Urban Flex,Casual,Anna Keller,74,89.03,50.52,6588.22,3738.48,2849.74,43.26
2025-0176,2025-09-15,2025,9,Italia,Amazon,US-002,Urban Runner,Running,Carlos Ruiz,39,104.7,49.99,4083.3,1949.61,2133.69,52.25
2025-0177,2025-09-05,2025,9,España,Ecommerce,US-004,Urban Trek,Outdoor,Sophie Martin,80,141.71,86.21,11336.8,6896.8,4440.0,39.16
2025-0178,2025-09-21,2025,9,Francia,Amazon,US-001,Urban Classic,Casual,Laura Martín,94,77.99,41.69,7331.06,3918.86,3412.2,46.54
2025-0179,2025-09-19,2025,9,Alemania,Retail Partners,US-007,Urban Premium,Premium,Anna Keller,32,161.04,87.1,5153.28,2787.2,2366.08,45.91
2025-0180,2025-09-14,2025,9,Alemania,Tiendas Propias,US-002,Urban Runner,Running,Anna Keller,51,101.94,50.83,5198.94,2592.33,2606.61,50.14
2025-0181,2025-10-04,2025,10,España,Ecommerce,US-006,Urban Eco,Sostenible,Anna Keller,104,114.6,56.81,11918.4,5908.24,6010.16,50.43
2025-0182,2025-10-28,2025,10,España,Amazon,US-005,Urban Kids,Infantil,Anna Keller,23,58.91,30.1,1354.93,692.3,662.63,48.91
2025-0183,2025-10-08,2025,10,España,Ecommerce,US-002,Urban Runner,Running,Anna Keller,51,97.04,55.36,4949.04,2823.36,2125.68,42.95
2025-0184,2025-10-22,2025,10,Francia,Ecommerce,US-004,Urban Trek,Outdoor,Anna Keller,117,140.64,91.12,16454.88,10661.04,5793.84,35.21
2025-0185,2025-10-15,2025,10,Italia,Amazon,US-002,Urban Runner,Running,Laura Martín,32,103.82,52.36,3322.24,1675.52,1646.72,49.57
2025-0186,2025-10-14,2025,10,España,Tiendas Propias,US-004,Urban Trek,Outdoor,Sophie Martin,21,137.25,85.05,2882.25,1786.05,1096.2,38.03
2025-0187,2025-10-03,2025,10,Alemania,Ecommerce,US-005,Urban Kids,Infantil,Sophie Martin,81,58.39,29.12,4729.59,2358.72,2370.87,50.13
2025-0188,2025-10-24,2025,10,Francia,Retail Partners,US-003,Urban Business,Formal,Carlos Ruiz,104,120.33,70.51,12514.32,7333.04,5181.28,41.4
2025-0189,2025-10-16,2025,10,Italia,Amazon,US-007,Urban Premium,Premium,Carlos Ruiz,117,162.1,87.51,18965.7,10238.67,8727.03,46.01
2025-0190,2025-10-14,2025,10,Francia,Amazon,US-005,Urban Kids,Infantil,Sophie Martin,99,59.5,28.93,5890.5,2864.07,3026.43,51.38
2025-0191,2025-10-09,2025,10,Alemania,Tiendas Propias,US-006,Urban Eco,Sostenible,Marco Rossi,80,114.4,57.42,9152.0,4593.6,4558.4,49.81
2025-0192,2025-10-01,2025,10,Alemania,Retail Partners,US-002,Urban Runner,Running,Anna Keller,48,105.56,52.61,5066.88,2525.28,2541.6,50.16
2025-0193,2025-10-09,2025,10,Alemania,Amazon,US-005,Urban Kids,Infantil,Anna Keller,105,60.37,31.68,6338.85,3326.4,3012.45,47.52
2025-0194,2025-10-01,2025,10,Alemania,Amazon,US-003,Urban Business,Formal,Marco Rossi,83,124.87,67.74,10364.21,5622.42,4741.79,45.75
2025-0195,2025-10-03,2025,10,Alemania,Ecommerce,US-007,Urban Premium,Premium,Carlos Ruiz,28,150.81,90.33,4222.68,2529.24,1693.44,40.1
2025-0196,2025-10-08,2025,10,Italia,Amazon,US-007,Urban Premium,Premium,Marco Rossi,100,145.26,91.43,14526.0,9143.0,5383.0,37.06
2025-0197,2025-10-14,2025,10,Alemania,Tiendas Propias,US-007,Urban Premium,Premium,Sophie Martin,116,142.61,92.08,16542.76,10681.28,5861.48,35.43
2025-0198,2025-10-21,2025,10,Francia,Amazon,US-006,Urban Eco,Sostenible,Sophie Martin,82,114.85,57.69,9417.7,4730.58,4687.12,49.77
2025-0199,2025-10-02,2025,10,Italia,Retail Partners,US-001,Urban Classic,Casual,Carlos Ruiz,103,76.32,45.13,7860.96,4648.39,3212.57,40.87
2025-0200,2025-10-14,2025,10,Alemania,Ecommerce,US-004,Urban Trek,Outdoor,Marco Rossi,75,127.94,87.4,9595.5,6555.0,3040.5,31.69
2025-0201,2025-11-01,2025,11,España,Retail Partners,US-002,Urban Runner,Running,Laura Martín,79,104.26,55.1,8236.54,4352.9,3883.64,47.15
2025-0202,2025-11-02,2025,11,Italia,Tiendas Propias,US-001,Urban Classic,Casual,Carlos Ruiz,108,77.34,41.62,8352.72,4494.96,3857.76,46.19
2025-0203,2025-11-05,2025,11,Italia,Retail Partners,US-008,Urban Flex,Casual,Sophie Martin,102,96.48,46.54,9840.96,4747.08,5093.88,51.76
2025-0204,2025-11-12,2025,11,España,Ecommerce,US-003,Urban Business,Formal,Carlos Ruiz,88,117.05,66.02,10300.4,5809.76,4490.64,43.6
2025-0205,2025-11-08,2025,11,Alemania,Ecommerce,US-008,Urban Flex,Casual,Laura Martín,62,86.94,49.02,5390.28,3039.24,2351.04,43.62
2025-0206,2025-11-14,2025,11,España,Amazon,US-005,Urban Kids,Infantil,Marco Rossi,35,59.69,29.88,2089.15,1045.8,1043.35,49.94
2025-0207,2025-11-23,2025,11,España,Retail Partners,US-005,Urban Kids,Infantil,Sophie Martin,30,58.8,29.09,1764.0,872.7,891.3,50.53
2025-0208,2025-11-19,2025,11,Italia,Retail Partners,US-007,Urban Premium,Premium,Anna Keller,45,148.46,83.94,6680.7,3777.3,2903.4,43.46
2025-0209,2025-11-21,2025,11,Francia,Amazon,US-005,Urban Kids,Infantil,Sophie Martin,106,57.98,29.1,6145.88,3084.6,3061.28,49.81
2025-0210,2025-11-22,2025,11,Italia,Tiendas Propias,US-008,Urban Flex,Casual,Sophie Martin,90,85.02,50.76,7651.8,4568.4,3083.4,40.3
2025-0211,2025-11-25,2025,11,Alemania,Ecommerce,US-002,Urban Runner,Running,Marco Rossi,20,101.52,54.23,2030.4,1084.6,945.8,46.58
2025-0212,2025-11-01,2025,11,España,Retail Partners,US-002,Urban Runner,Running,Marco Rossi,42,107.11,50.02,4498.62,2100.84,2397.78,53.3
2025-0213,2025-11-14,2025,11,Italia,Retail Partners,US-003,Urban Business,Formal,Anna Keller,39,114.4,70.56,4461.6,2751.84,1709.76,38.32
2025-0214,2025-11-11,2025,11,Francia,Retail Partners,US-001,Urban Classic,Casual,Sophie Martin,91,82.13,40.62,7473.83,3696.42,3777.41,50.54
2025-0215,2025-11-24,2025,11,España,Ecommerce,US-004,Urban Trek,Outdoor,Sophie Martin,27,131.61,83.97,3553.47,2267.19,1286.28,36.2
2025-0216,2025-11-04,2025,11,España,Retail Partners,US-007,Urban Premium,Premium,Laura Martín,43,144.25,88.83,6202.75,3819.69,2383.06,38.42
2025-0217,2025-11-04,2025,11,Italia,Retail Partners,US-004,Urban Trek,Outdoor,Marco Rossi,81,137.88,84.43,11168.28,6838.83,4329.45,38.77
2025-0218,2025-11-07,2025,11,España,Ecommerce,US-007,Urban Premium,Premium,Sophie Martin,51,163.89,88.27,8358.39,4501.77,3856.62,46.14
2025-0219,2025-11-22,2025,11,Alemania,Ecommerce,US-002,Urban Runner,Running,Anna Keller,99,102.81,52.8,10178.19,5227.2,4950.99,48.64
2025-0220,2025-11-02,2025,11,Alemania,Retail Partners,US-003,Urban Business,Formal,Sophie Martin,53,120.85,67.11,6405.05,3556.83,2848.22,44.47
2025-0221,2025-12-08,2025,12,Alemania,Tiendas Propias,US-006,Urban Eco,Sostenible,Sophie Martin,53,113.69,57.96,6025.57,3071.88,2953.69,49.02
2025-0222,2025-12-24,2025,12,Alemania,Ecommerce,US-001,Urban Classic,Casual,Sophie Martin,49,77.9,43.69,3817.1,2140.81,1676.29,43.92
2025-0223,2025-12-18,2025,12,Francia,Amazon,US-002,Urban Runner,Running,Sophie Martin,29,97.27,49.93,2820.83,1447.97,1372.86,48.67
2025-0224,2025-12-14,2025,12,Italia,Retail Partners,US-002,Urban Runner,Running,Carlos Ruiz,43,100.25,55.02,4310.75,2365.86,1944.89,45.12
2025-0225,2025-12-07,2025,12,Francia,Amazon,US-005,Urban Kids,Infantil,Laura Martín,93,60.47,31.98,5623.71,2974.14,2649.57,47.11
2025-0226,2025-12-01,2025,12,Alemania,Tiendas Propias,US-003,Urban Business,Formal,Carlos Ruiz,62,126.76,68.49,7859.12,4246.38,3612.74,45.97
2025-0227,2025-12-20,2025,12,Italia,Retail Partners,US-001,Urban Classic,Casual,Anna Keller,26,83.76,44.12,2177.76,1147.12,1030.64,47.33
2025-0228,2025-12-04,2025,12,Italia,Tiendas Propias,US-004,Urban Trek,Outdoor,Anna Keller,53,140.19,90.94,7430.07,4819.82,2610.25,35.13
2025-0229,2025-12-19,2025,12,Alemania,Tiendas Propias,US-004,Urban Trek,Outdoor,Laura Martín,98,136.26,82.29,13353.48,8064.42,5289.06,39.61
2025-0230,2025-12-15,2025,12,Italia,Retail Partners,US-004,Urban Trek,Outdoor,Sophie Martin,117,131.19,87.23,15349.23,10205.91,5143.32,33.51
2025-0231,2025-12-18,2025,12,Francia,Retail Partners,US-002,Urban Runner,Running,Laura Martín,88,100.32,50.73,8828.16,4464.24,4363.92,49.43
2025-0232,2025-12-27,2025,12,Francia,Retail Partners,US-006,Urban Eco,Sostenible,Laura Martín,36,118.6,61.87,4269.6,2227.32,2042.28,47.83
2025-0233,2025-12-04,2025,12,Francia,Ecommerce,US-001,Urban Classic,Casual,Marco Rossi,49,86.52,42.66,4239.48,2090.34,2149.14,50.69
2025-0234,2025-12-12,2025,12,Alemania,Amazon,US-003,Urban Business,Formal,Anna Keller,66,116.8,73.3,7708.8,4837.8,2871.0,37.24
2025-0235,2025-12-01,2025,12,Italia,Retail Partners,US-007,Urban Premium,Premium,Laura Martín,53,149.68,89.42,7933.04,4739.26,3193.78,40.26
2025-0236,2025-12-24,2025,12,Italia,Tiendas Propias,US-007,Urban Premium,Premium,Carlos Ruiz,93,154.31,91.62,14350.83,8520.66,5830.17,40.63
2025-0237,2025-12-15,2025,12,Francia,Tiendas Propias,US-005,Urban Kids,Infantil,Marco Rossi,106,59.9,29.25,6349.4,3100.5,3248.9,51.17
2025-0238,2025-12-11,2025,12,Italia,Retail Partners,US-006,Urban Eco,Sostenible,Carlos Ruiz,97,105.48,55.68,10231.56,5400.96,4830.6,47.21
2025-0239,2025-12-01,2025,12,Alemania,Tiendas Propias,US-002,Urban Runner,Running,Marco Rossi,79,94.36,51.29,7454.44,4051.91,3402.53,45.64
2025-0240,2025-12-20,2025,12,Francia,Amazon,US-006,Urban Eco,Sostenible,Sophie Martin,98,114.05,60.4,11176.9,5919.2,5257.7,47.04
